label,f1-score,precision,recall
Session8_epoch:1_happy,0.0,0.0,0.0
Session8_epoch:1_angry,0.0,0.0,0.0
Session8_epoch:1_surprise,0.0,0.0,0.0
Session8_epoch:1_disqust,0.0,0.0,0.0
Session8_epoch:1_sad,0.0,0.0,0.0
Session8_epoch:2_TOTAL,0.6000765403750479,0.5154503616042078,0.7179487179487181
Session8_epoch:2_neutral,0.8358208955223879,0.7179487179487181,1.0
Session8_epoch:2_happy,0.0,0.0,0.0
Session8_epoch:2_angry,0.0,0.0,0.0
Session8_epoch:2_surprise,0.0,0.0,0.0
Session8_epoch:2_disqust,0.0,0.0,0.0
Session8_epoch:2_sad,0.0,0.0,0.0
Session8_epoch:3_TOTAL,0.6000765403750479,0.5154503616042078,0.7179487179487181
Session8_epoch:3_neutral,0.8358208955223879,0.7179487179487181,1.0
Session8_epoch:3_happy,0.0,0.0,0.0
Session8_epoch:3_angry,0.0,0.0,0.0
Session8_epoch:3_surprise,0.0,0.0,0.0
Session8_epoch:3_disqust,0.0,0.0,0.0
Session8_epoch:3_sad,0.0,0.0,0.0
Session8_epoch:4_TOTAL,0.6000765403750479,0.5154503616042078,0.7179487179487181
Session8_epoch:4_neutral,0.8358208955223879,0.7179487179487181,1.0
Session8_epoch:4_happy,0.0,0.0,0.0
Session8_epoch:4_angry,0.0,0.0,0.0
Session8_epoch:4_surprise,0.0,0.0,0.0
Session8_epoch:4_disqust,0.0,0.0,0.0
Session8_epoch:4_sad,0.0,0.0,0.0
